,Unnamed: 0.1,Unnamed: 0,rate,attraction,reviews,details,attraction_url,reviews_url,languages,location_img,ratings_list,path
1073,1073,1073,5.0,1074. Morocco Luxe Tours,429,Multi-day Tours • Climbing Tours,/Attraction_Review-g293734-d21534265-Reviews-Morocco_Luxe_Tours-Marrakech_Marrakech_Safi.html,/Attraction_Review-g293734-d21534265-Reviews-Morocco_Luxe_Tours-Marrakech_Marrakech_Safi.html,"[{'language': 'Czech', 'count': 2}, {'language': 'Norwegian', 'count': 1}, {'language': 'Russian', 'count': 1}, {'language': 'Portuguese', 'count': 8}, {'language': 'English', 'count': 276}, {'language': 'Italian', 'count': 14}, {'language': 'French', 'count': 78}, {'language': 'Hungarian', 'count': 1}, {'language': 'Dutch', 'count': 2}, {'language': 'Spanish (Spain)', 'count': 51}, {'language': 'All languages', 'count': 434}]",Not Detected,"[{'rating': 'Excellent', 'count': 397}, {'rating': 'Very good', 'count': 22}, {'rating': 'Average', 'count': 5}, {'rating': 'Poor', 'count': 4}, {'rating': 'Terrible', 'count': 6}]",Marrakech > Hotels > Things to Do > Restaurants > Flights > Vacation Rentals > Cruises > Rental Cars > Forums
1074,1074,1074,5.0,1075. Agafay transfert,39,Taxis & Shuttles,/Attraction_Review-g15276171-d17582324-Reviews-Agafay_transfert-Agafay_Marrakech_Safi.html,/Attraction_Review-g15276171-d17582324-Reviews-Agafay_transfert-Agafay_Marrakech_Safi.html,"[{'language': 'English', 'count': 13}, {'language': 'French', 'count': 27}, {'language': 'Hebrew', 'count': 2}, {'language': 'All languages', 'count': 42}]",Not Detected,"[{'rating': 'Excellent', 'count': 41}, {'rating': 'Very good', 'count': 1}, {'rating': 'Average', 'count': 0}, {'rating': 'Poor', 'count': 0}, {'rating': 'Terrible', 'count': 0}]",Agafay > Hotels > Things to Do > Restaurants > Flights > Vacation Rentals > Cruises > Rental Cars > Forums
1075,1075,1075,5.0,1076. Marrakech Around Tours,79,City Tours • Cultural Tours,/Attraction_Review-g293734-d12454395-Reviews-Marrakech_Around_Tours-Marrakech_Marrakech_Safi.html,/Attraction_Review-g293734-d12454395-Reviews-Marrakech_Around_Tours-Marrakech_Marrakech_Safi.html,"[{'language': 'Chinese (Simplified)', 'count': 1}, {'language': 'German', 'count': 7}, {'language': 'Russian', 'count': 2}, {'language': 'Portuguese', 'count': 5}, {'language': 'English', 'count': 56}, {'language': 'Italian', 'count': 1}, {'language': 'French', 'count': 4}, {'language': 'Dutch', 'count': 1}, {'language': 'Spanish (Spain)', 'count': 2}, {'language': 'All languages', 'count': 79}]",Not Detected,"[{'rating': 'Excellent', 'count': 72}, {'rating': 'Very good', 'count': 3}, {'rating': 'Average', 'count': 1}, {'rating': 'Poor', 'count': 2}, {'rating': 'Terrible', 'count': 1}]",Marrakech > Hotels > Things to Do > Restaurants > Flights > Vacation Rentals > Cruises > Rental Cars > Forums
1076,1076,1076,4.0,1077. Le Bain Bleu,696,Spas,/Attraction_Review-g293734-d1936398-Reviews-Le_Bain_Bleu-Marrakech_Marrakech_Safi.html,/Attraction_Review-g293734-d1936398-Reviews-Le_Bain_Bleu-Marrakech_Marrakech_Safi.html,"[{'language': 'German', 'count': 17}, {'language': 'Portuguese', 'count': 6}, {'language': 'Japanese', 'count': 2}, {'language': 'English', 'count': 285}, {'language': 'Italian', 'count': 85}, {'language': 'French', 'count': 203}, {'language': 'Danish', 'count': 3}, {'language': 'Dutch', 'count': 9}, {'language': 'Spanish (Spain)', 'count': 90}, {'language': 'All languages', 'count': 700}]",blob:https://www.tripadvisor.com/6b8527e4-865f-4eca-9267-5eef94bcd4c0,"[{'rating': 'Excellent', 'count': 352}, {'rating': 'Very good', 'count': 168}, {'rating': 'Average', 'count': 70}, {'rating': 'Poor', 'count': 60}, {'rating': 'Terrible', 'count': 50}]",Marrakech > Hotels > Things to Do > Restaurants > Flights > Vacation Rentals > Cruises > Rental Cars > Forums
1077,1077,1077,5.0,1078. Oyazzou Morocco Tours,41,Private Tours,/Attraction_Review-g293734-d27111793-Reviews-Oyazzou_Morocco_Tours-Marrakech_Marrakech_Safi.html,/Attraction_Review-g293734-d27111793-Reviews-Oyazzou_Morocco_Tours-Marrakech_Marrakech_Safi.html,"[{'language': 'Swedish', 'count': 1}, {'language': 'English', 'count': 16}, {'language': 'Italian', 'count': 5}, {'language': 'French', 'count': 2}, {'language': 'Spanish (Spain)', 'count': 17}, {'language': 'All languages', 'count': 41}]",Not Detected,"[{'rating': 'Excellent', 'count': 38}, {'rating': 'Very good', 'count': 2}, {'rating': 'Average', 'count': 1}, {'rating': 'Poor', 'count': 0}, {'rating': 'Terrible', 'count': 0}]",Marrakech > Hotels > Things to Do > Restaurants > Flights > Vacation Rentals > Cruises > Rental Cars > Forums
1078,1078,1078,4.0,1079. Royal Golf Marrakech,374,Golf Courses,/Attraction_Review-g293734-d1977104-Reviews-Royal_Golf_Marrakech-Marrakech_Marrakech_Safi.html,/Attraction_Review-g293734-d1977104-Reviews-Royal_Golf_Marrakech-Marrakech_Marrakech_Safi.html,"[{'language': 'German', 'count': 23}, {'language': 'Russian', 'count': 1}, {'language': 'Portuguese', 'count': 1}, {'language': 'English', 'count': 131}, {'language': 'Italian', 'count': 17}, {'language': 'French', 'count': 195}, {'language': 'Danish', 'count': 2}, {'language': 'Dutch', 'count': 2}, {'language': 'Spanish (Spain)', 'count': 4}, {'language': 'All languages', 'count': 376}]",blob:https://www.tripadvisor.com/7c9bc26b-2e0f-44bb-9730-407db89adb35,"[{'rating': 'Excellent', 'count': 150}, {'rating': 'Very good', 'count': 144}, {'rating': 'Average', 'count': 52}, {'rating': 'Poor', 'count': 19}, {'rating': 'Terrible', 'count': 11}]",Marrakech > Hotels > Things to Do > Restaurants > Flights > Vacation Rentals > Cruises > Rental Cars > Forums
1079,1079,1079,5.0,1080. Essaouira Dreamers,38,Horseback Riding Tours,/Attraction_Review-g298349-d26223350-Reviews-Essaouira_Dreamers-Essaouira_Marrakech_Safi.html,/Attraction_Review-g298349-d26223350-Reviews-Essaouira_Dreamers-Essaouira_Marrakech_Safi.html,"[{'language': 'German', 'count': 2}, {'language': 'English', 'count': 23}, {'language': 'Italian', 'count': 2}, {'language': 'French', 'count': 7}, {'language': 'Dutch', 'count': 2}, {'language': 'Spanish (Spain)', 'count': 4}, {'language': 'All languages', 'count': 40}]",blob:https://www.tripadvisor.com/0f1259a3-1b76-4510-8650-c2bc0a6137ee,"[{'rating': 'Excellent', 'count': 40}, {'rating': 'Very good', 'count': 0}, {'rating': 'Average', 'count': 0}, {'rating': 'Poor', 'count': 0}, {'rating': 'Terrible', 'count': 0}]",Essaouira > Hotels > Things to Do > Restaurants > Flights > Vacation Rentals > Cruises > Rental Cars > Forums
1080,1080,1080,5.0,1081. Mille Et Une Nuit,50,Spas,/Attraction_Review-g293734-d23708284-Reviews-Mille_Et_Une_Nuit-Marrakech_Marrakech_Safi.html,/Attraction_Review-g293734-d23708284-Reviews-Mille_Et_Une_Nuit-Marrakech_Marrakech_Safi.html,"[{'language': 'Arabic', 'count': 3}, {'language': 'English', 'count': 12}, {'language': 'French', 'count': 35}, {'language': 'All languages', 'count': 50}]",Not Detected,"[{'rating': 'Excellent', 'count': 50}, {'rating': 'Very good', 'count': 0}, {'rating': 'Average', 'count': 0}, {'rating': 'Poor', 'count': 0}, {'rating': 'Terrible', 'count': 0}]",Marrakech > Hotels > Things to Do > Restaurants > Flights > Vacation Rentals > Cruises > Rental Cars > Forums
1081,1081,1081,5.0,1082. Omaroc Taxi,63,City Tours • Multi-day Tours,/Attraction_Review-g298349-d19185189-Reviews-Omaroc_Taxi-Essaouira_Marrakech_Safi.html,/Attraction_Review-g298349-d19185189-Reviews-Omaroc_Taxi-Essaouira_Marrakech_Safi.html,"[{'language': 'English', 'count': 8}, {'language': 'Italian', 'count': 3}, {'language': 'French', 'count': 51}, {'language': 'Spanish (Spain)', 'count': 1}, {'language': 'All languages', 'count': 63}]",Not Detected,"[{'rating': 'Excellent', 'count': 61}, {'rating': 'Very good', 'count': 1}, {'rating': 'Average', 'count': 0}, {'rating': 'Poor', 'count': 1}, {'rating': 'Terrible', 'count': 0}]",Essaouira > Hotels > Things to Do > Restaurants > Flights > Vacation Rentals > Cruises > Rental Cars > Forums
1082,1082,1082,5.0,1083. Morkosh Tours,163,City Tours • Multi-day Tours,/Attraction_Review-g293734-d2461966-Reviews-Morkosh_Tours-Marrakech_Marrakech_Safi.html,/Attraction_Review-g293734-d2461966-Reviews-Morkosh_Tours-Marrakech_Marrakech_Safi.html,"[{'language': 'German', 'count': 16}, {'language': 'Portuguese', 'count': 4}, {'language': 'English', 'count': 134}, {'language': 'Italian', 'count': 2}, {'language': 'French', 'count': 8}, {'language': 'Spanish (Spain)', 'count': 3}, {'language': 'All languages', 'count': 167}]",Not Detected,"[{'rating': 'Excellent', 'count': 149}, {'rating': 'Very good', 'count': 6}, {'rating': 'Average', 'count': 3}, {'rating': 'Poor', 'count': 1}, {'rating': 'Terrible', 'count': 4}]",Marrakech > Hotels > Things to Do > Restaurants > Flights > Vacation Rentals > Cruises > Rental Cars > Forums
1083,1083,1083,5.0,1084. Mountain Sahara Treks,56,Adrenaline & Extreme Tours • Air Tours,/Attraction_Review-g488109-d11979185-Reviews-Mountain_Sahara_Treks-Imlil_Marrakech_Safi.html,/Attraction_Review-g488109-d11979185-Reviews-Mountain_Sahara_Treks-Imlil_Marrakech_Safi.html,"[{'language': 'German', 'count': 1}, {'language': 'Arabic', 'count': 1}, {'language': 'English', 'count': 31}, {'language': 'Italian', 'count': 2}, {'language': 'French', 'count': 20}, {'language': 'Dutch', 'count': 1}, {'language': 'All languages', 'count': 56}]",Not Detected,"[{'rating': 'Excellent', 'count': 55}, {'rating': 'Very good', 'count': 1}, {'rating': 'Average', 'count': 0}, {'rating': 'Poor', 'count': 0}, {'rating': 'Terrible', 'count': 0}]",Imlil > Hotels > Things to Do > Restaurants > Flights > Vacation Rentals > Cruises > Rental Cars > Forums
1084,1084,1084,5.0,1085. Morocco Sahara Tourism - Desert Tours,91,"Cultural Tours • 4WD, ATV & Off-Road Tours",/Attraction_Review-g293734-d4433865-Reviews-Morocco_Sahara_Tourism_Desert_Tours-Marrakech_Marrakech_Safi.html,/Attraction_Review-g293734-d4433865-Reviews-Morocco_Sahara_Tourism_Desert_Tours-Marrakech_Marrakech_Safi.html,"[{'language': 'Portuguese', 'count': 1}, {'language': 'Japanese', 'count': 2}, {'language': 'English', 'count': 79}, {'language': 'Italian', 'count': 2}, {'language': 'French', 'count': 1}, {'language': 'Spanish (Spain)', 'count': 6}, {'language': 'All languages', 'count': 91}]",Not Detected,"[{'rating': 'Excellent', 'count': 86}, {'rating': 'Very good', 'count': 5}, {'rating': 'Average', 'count': 0}, {'rating': 'Poor', 'count': 0}, {'rating': 'Terrible', 'count': 0}]",Marrakech > Hotels > Things to Do > Restaurants > Flights > Vacation Rentals > Cruises > Rental Cars > Forums
1085,1085,1085,5.0,1086. Adventure Culture Morocco,52,City Tours • Multi-day Tours,/Attraction_Review-g293734-d15325730-Reviews-Adventure_Culture_Morocco-Marrakech_Marrakech_Safi.html,/Attraction_Review-g293734-d15325730-Reviews-Adventure_Culture_Morocco-Marrakech_Marrakech_Safi.html,"[{'language': 'German', 'count': 1}, {'language': 'English', 'count': 48}, {'language': 'Italian', 'count': 1}, {'language': 'French', 'count': 2}, {'language': 'All languages', 'count': 52}]",Not Detected,"[{'rating': 'Excellent', 'count': 52}, {'rating': 'Very good', 'count': 0}, {'rating': 'Average', 'count': 0}, {'rating': 'Poor', 'count': 0}, {'rating': 'Terrible', 'count': 0}]",Marrakech > Hotels > Things to Do > Restaurants > Flights > Vacation Rentals > Cruises > Rental Cars > Forums
1086,1086,1086,5.0,1087. Moroccotravellinks,46,"4WD, ATV & Off-Road Tours • Taxis & Shuttles",/Attraction_Review-g293734-d24097573-Reviews-Moroccotravellinks-Marrakech_Marrakech_Safi.html,/Attraction_Review-g293734-d24097573-Reviews-Moroccotravellinks-Marrakech_Marrakech_Safi.html,"[{'language': 'English', 'count': 42}, {'language': 'Italian', 'count': 1}, {'language': 'French', 'count': 1}, {'language': 'Spanish (Spain)', 'count': 2}, {'language': 'All languages', 'count': 46}]",Not Detected,"[{'rating': 'Excellent', 'count': 46}, {'rating': 'Very good', 'count': 0}, {'rating': 'Average', 'count': 0}, {'rating': 'Poor', 'count': 0}, {'rating': 'Terrible', 'count': 0}]",Marrakech > Hotels > Things to Do > Restaurants > Flights > Vacation Rentals > Cruises > Rental Cars > Forums
1087,1087,1087,5.0,1088. Morocco Land Tours,56,Multi-day Tours • Cultural Tours,/Attraction_Review-g293734-d8046813-Reviews-Morocco_Land_Tours-Marrakech_Marrakech_Safi.html,/Attraction_Review-g293734-d8046813-Reviews-Morocco_Land_Tours-Marrakech_Marrakech_Safi.html,"[{'language': 'Japanese', 'count': 1}, {'language': 'English', 'count': 51}, {'language': 'Italian', 'count': 2}, {'language': 'Spanish (Spain)', 'count': 2}, {'language': 'All languages', 'count': 56}]",Not Detected,"[{'rating': 'Excellent', 'count': 56}, {'rating': 'Very good', 'count': 0}, {'rating': 'Average', 'count': 0}, {'rating': 'Poor', 'count': 0}, {'rating': 'Terrible', 'count': 0}]",Marrakech > Hotels > Things to Do > Restaurants > Flights > Vacation Rentals > Cruises > Rental Cars > Forums
1088,1088,1088,5.0,1089. My Travel Tours Morocco,39,Multi-day Tours • Private Tours,/Attraction_Review-g293734-d25420626-Reviews-My_Travel_Tours_Morocco-Marrakech_Marrakech_Safi.html,/Attraction_Review-g293734-d25420626-Reviews-My_Travel_Tours_Morocco-Marrakech_Marrakech_Safi.html,"[{'language': 'English', 'count': 4}, {'language': 'Italian', 'count': 35}, {'language': 'All languages', 'count': 39}]",Not Detected,"[{'rating': 'Excellent', 'count': 38}, {'rating': 'Very good', 'count': 1}, {'rating': 'Average', 'count': 0}, {'rating': 'Poor', 'count': 0}, {'rating': 'Terrible', 'count': 0}]",Marrakech > Hotels > Things to Do > Restaurants > Flights > Vacation Rentals > Cruises > Rental Cars > Forums
1089,1089,1089,5.0,1090. Best Service Marrakech,47,Taxis & Shuttles,/Attraction_Review-g293734-d28048693-Reviews-Best_Service_Marrakech-Marrakech_Marrakech_Safi.html,/Attraction_Review-g293734-d28048693-Reviews-Best_Service_Marrakech-Marrakech_Marrakech_Safi.html,"[{'language': 'German', 'count': 1}, {'language': 'English', 'count': 43}, {'language': 'Italian', 'count': 3}, {'language': 'French', 'count': 9}, {'language': 'Dutch', 'count': 2}, {'language': 'Spanish (Spain)', 'count': 4}, {'language': 'All languages', 'count': 62}]",Not Detected,"[{'rating': 'Excellent', 'count': 59}, {'rating': 'Very good', 'count': 1}, {'rating': 'Average', 'count': 1}, {'rating': 'Poor', 'count': 0}, {'rating': 'Terrible', 'count': 1}]",Marrakech > Hotels > Things to Do > Restaurants > Flights > Vacation Rentals > Cruises > Rental Cars > Forums
1090,1090,1090,5.0,1091. Essaouira wavescape,38,Surfing & Windsurfing • Gear Rentals,/Attraction_Review-g298349-d26680902-Reviews-Essaouira_wavescape-Essaouira_Marrakech_Safi.html,/Attraction_Review-g298349-d26680902-Reviews-Essaouira_wavescape-Essaouira_Marrakech_Safi.html,"[{'language': 'German', 'count': 1}, {'language': 'English', 'count': 35}, {'language': 'French', 'count': 2}, {'language': 'All languages', 'count': 38}]",Not Detected,"[{'rating': 'Excellent', 'count': 38}, {'rating': 'Very good', 'count': 0}, {'rating': 'Average', 'count': 0}, {'rating': 'Poor', 'count': 0}, {'rating': 'Terrible', 'count': 0}]",Essaouira > Hotels > Things to Do > Restaurants > Flights > Vacation Rentals > Cruises > Rental Cars > Forums
1091,1091,1091,5.0,1092. Morocco Trips Guide,34,City Tours • Multi-day Tours,/Attraction_Review-g293734-d27803364-Reviews-Morocco_Trips_Guide-Marrakech_Marrakech_Safi.html,/Attraction_Review-g293734-d27803364-Reviews-Morocco_Trips_Guide-Marrakech_Marrakech_Safi.html,"[{'language': 'Russian', 'count': 1}, {'language': 'English', 'count': 30}, {'language': 'Italian', 'count': 1}, {'language': 'Spanish (Spain)', 'count': 5}, {'language': 'All languages', 'count': 37}]",Not Detected,"[{'rating': 'Excellent', 'count': 37}, {'rating': 'Very good', 'count': 0}, {'rating': 'Average', 'count': 0}, {'rating': 'Poor', 'count': 0}, {'rating': 'Terrible', 'count': 0}]",Marrakech > Hotels > Things to Do > Restaurants > Flights > Vacation Rentals > Cruises > Rental Cars > Forums
1092,1092,1092,5.0,1093. Marrakech Tours,41,"4WD, ATV & Off-Road Tours • Safaris",/Attraction_Review-g293734-d19426395-Reviews-Marrakech_Tours-Marrakech_Marrakech_Safi.html,/Attraction_Review-g293734-d19426395-Reviews-Marrakech_Tours-Marrakech_Marrakech_Safi.html,"[{'language': 'German', 'count': 2}, {'language': 'English', 'count': 28}, {'language': 'Italian', 'count': 1}, {'language': 'French', 'count': 11}, {'language': 'All languages', 'count': 42}]",Not Detected,"[{'rating': 'Excellent', 'count': 42}, {'rating': 'Very good', 'count': 0}, {'rating': 'Average', 'count': 0}, {'rating': 'Poor', 'count': 0}, {'rating': 'Terrible', 'count': 0}]",Marrakech > Hotels > Things to Do > Restaurants > Flights > Vacation Rentals > Cruises > Rental Cars > Forums
1093,1093,1093,4.5,1094. Massage Naturel et Calme,112,Spas,/Attraction_Review-g298349-d2062506-Reviews-Massage_Naturel_et_Calme-Essaouira_Marrakech_Safi.html,/Attraction_Review-g298349-d2062506-Reviews-Massage_Naturel_et_Calme-Essaouira_Marrakech_Safi.html,"[{'language': 'English', 'count': 8}, {'language': 'Italian', 'count': 1}, {'language': 'French', 'count': 101}, {'language': 'Dutch', 'count': 3}, {'language': 'All languages', 'count': 113}]",blob:https://www.tripadvisor.com/effda7b8-8e42-4e4a-ac0d-ae487f90681e,"[{'rating': 'Excellent', 'count': 89}, {'rating': 'Very good', 'count': 16}, {'rating': 'Average', 'count': 1}, {'rating': 'Poor', 'count': 4}, {'rating': 'Terrible', 'count': 2}]",Essaouira > Hotels > Things to Do > Restaurants > Flights > Vacation Rentals > Cruises > Rental Cars > Forums
1094,1094,1094,5.0,1095. Morocco Customized Tours,61,City Tours • Cultural Tours,/Attraction_Review-g298349-d12083921-Reviews-Morocco_Customized_Tours-Essaouira_Marrakech_Safi.html,/Attraction_Review-g298349-d12083921-Reviews-Morocco_Customized_Tours-Essaouira_Marrakech_Safi.html,"[{'language': 'German', 'count': 1}, {'language': 'English', 'count': 54}, {'language': 'Italian', 'count': 3}, {'language': 'Spanish (Spain)', 'count': 2}, {'language': 'All languages', 'count': 60}]",Not Detected,"[{'rating': 'Excellent', 'count': 58}, {'rating': 'Very good', 'count': 2}, {'rating': 'Average', 'count': 0}, {'rating': 'Poor', 'count': 0}, {'rating': 'Terrible', 'count': 0}]",Essaouira > Hotels > Things to Do > Restaurants > Flights > Vacation Rentals > Cruises > Rental Cars > Forums
1095,1095,1095,5.0,1096. Sahara Revelation,67,City Tours • Multi-day Tours,/Attraction_Review-g293734-d5897246-Reviews-Sahara_Revelation-Marrakech_Marrakech_Safi.html,/Attraction_Review-g293734-d5897246-Reviews-Sahara_Revelation-Marrakech_Marrakech_Safi.html,"[{'language': 'German', 'count': 2}, {'language': 'English', 'count': 32}, {'language': 'Italian', 'count': 2}, {'language': 'French', 'count': 26}, {'language': 'Dutch', 'count': 4}, {'language': 'Spanish (Spain)', 'count': 1}, {'language': 'All languages', 'count': 67}]",Not Detected,"[{'rating': 'Excellent', 'count': 66}, {'rating': 'Very good', 'count': 1}, {'rating': 'Average', 'count': 0}, {'rating': 'Poor', 'count': 0}, {'rating': 'Terrible', 'count': 0}]",Marrakech > Hotels > Things to Do > Restaurants > Flights > Vacation Rentals > Cruises > Rental Cars > Forums
1096,1096,1096,5.0,1097. Kiteboarding Xperience,66,Sports Camps & Clinics • Surfing & Windsurfing,/Attraction_Review-g298349-d13786359-Reviews-Kiteboarding_Xperience-Essaouira_Marrakech_Safi.html,/Attraction_Review-g298349-d13786359-Reviews-Kiteboarding_Xperience-Essaouira_Marrakech_Safi.html,"[{'language': 'English', 'count': 9}, {'language': 'French', 'count': 57}, {'language': 'All languages', 'count': 66}]",Not Detected,"[{'rating': 'Excellent', 'count': 63}, {'rating': 'Very good', 'count': 3}, {'rating': 'Average', 'count': 0}, {'rating': 'Poor', 'count': 0}, {'rating': 'Terrible', 'count': 0}]",Essaouira > Hotels > Things to Do > Restaurants > Flights > Vacation Rentals > Cruises > Rental Cars > Forums
1097,1097,1097,5.0,1098. Authentic Morocco Trips,41,Private Tours • Day Trips,/Attraction_Review-g293734-d18990392-Reviews-Authentic_Morocco_Trips-Marrakech_Marrakech_Safi.html,/Attraction_Review-g293734-d18990392-Reviews-Authentic_Morocco_Trips-Marrakech_Marrakech_Safi.html,"[{'language': 'German', 'count': 1}, {'language': 'Russian', 'count': 1}, {'language': 'English', 'count': 33}, {'language': 'French', 'count': 5}, {'language': 'Spanish (Spain)', 'count': 2}, {'language': 'All languages', 'count': 42}]",Not Detected,"[{'rating': 'Excellent', 'count': 41}, {'rating': 'Very good', 'count': 1}, {'rating': 'Average', 'count': 0}, {'rating': 'Poor', 'count': 0}, {'rating': 'Terrible', 'count': 0}]",Marrakech > Hotels > Things to Do > Restaurants > Flights > Vacation Rentals > Cruises > Rental Cars > Forums
1098,1098,1098,5.0,1099. Marrakech Safaris,38,Multi-day Tours,/Attraction_Review-g293734-d25419305-Reviews-Marrakech_Safaris-Marrakech_Marrakech_Safi.html,/Attraction_Review-g293734-d25419305-Reviews-Marrakech_Safaris-Marrakech_Marrakech_Safi.html,"[{'language': 'Portuguese', 'count': 1}, {'language': 'Italian', 'count': 6}, {'language': 'Spanish (Spain)', 'count': 31}, {'language': 'English', 'count': 0}, {'language': 'All languages', 'count': 38}]",Not Detected,"[{'rating': 'Excellent', 'count': 38}, {'rating': 'Very good', 'count': 0}, {'rating': 'Average', 'count': 0}, {'rating': 'Poor', 'count': 0}, {'rating': 'Terrible', 'count': 0}]",Marrakech > Hotels > Things to Do > Restaurants > Flights > Vacation Rentals > Cruises > Rental Cars > Forums
1099,1099,1099,5.0,1100. Mountain Travel Morocco,102,Nature & Wildlife Tours,/Attraction_Review-g293734-d2343481-Reviews-Mountain_Travel_Morocco-Marrakech_Marrakech_Safi.html,/Attraction_Review-g293734-d2343481-Reviews-Mountain_Travel_Morocco-Marrakech_Marrakech_Safi.html,"[{'language': 'German', 'count': 1}, {'language': 'English', 'count': 94}, {'language': 'Italian', 'count': 1}, {'language': 'French', 'count': 4}, {'language': 'Dutch', 'count': 2}, {'language': 'All languages', 'count': 102}]",Not Detected,"[{'rating': 'Excellent', 'count': 84}, {'rating': 'Very good', 'count': 17}, {'rating': 'Average', 'count': 0}, {'rating': 'Poor', 'count': 0}, {'rating': 'Terrible', 'count': 1}]",Marrakech > Hotels > Things to Do > Restaurants > Flights > Vacation Rentals > Cruises > Rental Cars > Forums
1100,1100,1100,5.0,1101. Serotonina Viajes,45,"4WD, ATV & Off-Road Tours • Taxis & Shuttles",/Attraction_Review-g293734-d23715029-Reviews-Serotonina_Viajes-Marrakech_Marrakech_Safi.html,/Attraction_Review-g293734-d23715029-Reviews-Serotonina_Viajes-Marrakech_Marrakech_Safi.html,"[{'language': 'English', 'count': 1}, {'language': 'Spanish (Spain)', 'count': 44}, {'language': 'All languages', 'count': 45}]",Not Detected,"[{'rating': 'Excellent', 'count': 45}, {'rating': 'Very good', 'count': 0}, {'rating': 'Average', 'count': 0}, {'rating': 'Poor', 'count': 0}, {'rating': 'Terrible', 'count': 0}]",Marrakech > Hotels > Things to Do > Restaurants > Flights > Vacation Rentals > Cruises > Rental Cars > Forums
1101,1101,1101,5.0,1102. Essaouira Cooking Class,35,Cooking Classes,/Attraction_Review-g298349-d26518987-Reviews-Essaouira_Cooking_Class-Essaouira_Marrakech_Safi.html,/Attraction_Review-g298349-d26518987-Reviews-Essaouira_Cooking_Class-Essaouira_Marrakech_Safi.html,"[{'language': 'German', 'count': 2}, {'language': 'English', 'count': 14}, {'language': 'French', 'count': 17}, {'language': 'Dutch', 'count': 1}, {'language': 'Spanish (Spain)', 'count': 1}, {'language': 'All languages', 'count': 35}]",blob:https://www.tripadvisor.com/bf6b5dd8-3e82-4397-b441-646a0baf28af,"[{'rating': 'Excellent', 'count': 35}, {'rating': 'Very good', 'count': 0}, {'rating': 'Average', 'count': 0}, {'rating': 'Poor', 'count': 0}, {'rating': 'Terrible', 'count': 0}]",Essaouira > Hotels > Things to Do > Restaurants > Flights > Vacation Rentals > Cruises > Rental Cars > Forums
1102,1102,1102,5.0,1103. Morocco Travels Tour,109,City Tours • Cultural Tours,/Attraction_Review-g293734-d10035239-Reviews-Morocco_Travels_Tour-Marrakech_Marrakech_Safi.html,/Attraction_Review-g293734-d10035239-Reviews-Morocco_Travels_Tour-Marrakech_Marrakech_Safi.html,"[{'language': 'Chinese (Simplified)', 'count': 1}, {'language': 'German', 'count': 2}, {'language': 'English', 'count': 36}, {'language': 'Italian', 'count': 2}, {'language': 'Polish', 'count': 1}, {'language': 'French', 'count': 12}, {'language': 'Dutch', 'count': 1}, {'language': 'Spanish (Spain)', 'count': 54}, {'language': 'All languages', 'count': 110}]",Not Detected,"[{'rating': 'Excellent', 'count': 106}, {'rating': 'Very good', 'count': 0}, {'rating': 'Average', 'count': 0}, {'rating': 'Poor', 'count': 1}, {'rating': 'Terrible', 'count': 3}]",Marrakech > Hotels > Things to Do > Restaurants > Flights > Vacation Rentals > Cruises > Rental Cars > Forums
1103,1103,1103,5.0,1104. Cafe Clock Cooking School,60,Lessons & Workshops • Cooking Classes,/Attraction_Review-g293734-d10068669-Reviews-Cafe_Clock_Cooking_School-Marrakech_Marrakech_Safi.html,/Attraction_Review-g293734-d10068669-Reviews-Cafe_Clock_Cooking_School-Marrakech_Marrakech_Safi.html,"[{'language': 'German', 'count': 5}, {'language': 'English', 'count': 51}, {'language': 'French', 'count': 3}, {'language': 'Dutch', 'count': 1}, {'language': 'All languages', 'count': 60}]",blob:https://www.tripadvisor.com/99f594ea-d659-4e71-bd19-711a3742f061,"[{'rating': 'Excellent', 'count': 58}, {'rating': 'Very good', 'count': 2}, {'rating': 'Average', 'count': 0}, {'rating': 'Poor', 'count': 0}, {'rating': 'Terrible', 'count': 0}]",Marrakech > Hotels > Things to Do > Restaurants > Flights > Vacation Rentals > Cruises > Rental Cars > Forums
1104,1104,1104,5.0,1105. Rutas Excursiones 4x4,49,City Tours • Multi-day Tours,/Attraction_Review-g293734-d19185841-Reviews-Rutas_Excursiones_4x4-Marrakech_Marrakech_Safi.html,/Attraction_Review-g293734-d19185841-Reviews-Rutas_Excursiones_4x4-Marrakech_Marrakech_Safi.html,"[{'language': 'Portuguese', 'count': 1}, {'language': 'English', 'count': 6}, {'language': 'Italian', 'count': 2}, {'language': 'Spanish (Spain)', 'count': 40}, {'language': 'All languages', 'count': 49}]",Not Detected,"[{'rating': 'Excellent', 'count': 49}, {'rating': 'Very good', 'count': 0}, {'rating': 'Average', 'count': 0}, {'rating': 'Poor', 'count': 0}, {'rating': 'Terrible', 'count': 0}]",Marrakech > Hotels > Things to Do > Restaurants > Flights > Vacation Rentals > Cruises > Rental Cars > Forums
