,rate,attraction,reviews,details,attraction_url,reviews_url,uuid
0,4.3,1. Jardin Majorelle,Reviews not found,Details not found,/Attraction_Review-g293734-d477277-Reviews-Jardin_Majorelle-Marrakech_Marrakech_Safi.html,/Attraction_Review-g293734-d477277-Reviews-Jardin_Majorelle-Marrakech_Marrakech_Safi.html,07e08b14-cd10-408f-a776-e05717795ff9
1,4.2,2. Medina of Marrakesh,Reviews not found,Details not found,/Attraction_Review-g293734-d324126-Reviews-Medina_of_Marrakesh-Marrakech_Marrakech_Safi.html,/Attraction_Review-g293734-d324126-Reviews-Medina_of_Marrakesh-Marrakech_Marrakech_Safi.html,539e951a-6770-485b-b6f5-868e18e0eaae
2,4.2,3. Bahia Palace,Reviews not found,Details not found,/Attraction_Review-g293734-d610173-Reviews-Bahia_Palace-Marrakech_Marrakech_Safi.html,/Attraction_Review-g293734-d610173-Reviews-Bahia_Palace-Marrakech_Marrakech_Safi.html,529d0b69-3228-4c97-8598-cb196b16d026
3,3.6,4. Jemaa el-Fnaa,Reviews not found,Details not found,/Attraction_Review-g293734-d318047-Reviews-Jemaa_el_Fnaa-Marrakech_Marrakech_Safi.html,/Attraction_Review-g293734-d318047-Reviews-Jemaa_el_Fnaa-Marrakech_Marrakech_Safi.html,6e10aabf-c7fb-4170-96ce-b9220dce3fae
4,4.4,5. Medersa Ben Youssef,Reviews not found,Details not found,/Attraction_Review-g293734-d308902-Reviews-Medersa_Ben_Youssef-Marrakech_Marrakech_Safi.html,/Attraction_Review-g293734-d308902-Reviews-Medersa_Ben_Youssef-Marrakech_Marrakech_Safi.html,abcd9c52-5d42-434c-be9e-db1d0867c749
5,4.5,6. Cascades d'Ouzoud,Reviews not found,Details not found,/Attraction_Review-g293734-d555781-Reviews-Cascades_d_Ouzoud-Marrakech_Marrakech_Safi.html,/Attraction_Review-g293734-d555781-Reviews-Cascades_d_Ouzoud-Marrakech_Marrakech_Safi.html,54c4bde0-5c5a-4b79-a261-591d820d1025
6,4.4,7. Le Jardin Secret,Reviews not found,Details not found,/Attraction_Review-g293734-d10124874-Reviews-Le_Jardin_Secret-Marrakech_Marrakech_Safi.html,/Attraction_Review-g293734-d10124874-Reviews-Le_Jardin_Secret-Marrakech_Marrakech_Safi.html,571577b9-9226-4f47-8a59-759eecc7969f
7,5,8. Sahara Tours 4x4,Reviews not found,Details not found,/Attraction_Review-g293734-d2353510-Reviews-Sahara_Tours_4x4-Marrakech_Marrakech_Safi.html,/Attraction_Review-g293734-d2353510-Reviews-Sahara_Tours_4x4-Marrakech_Marrakech_Safi.html,1b32c2fb-e30a-4406-bf6d-7cf50e1f29f3
8,4.1,9. Koutoubia Mosque,Reviews not found,Details not found,/Attraction_Review-g293734-d318046-Reviews-Koutoubia_Mosque-Marrakech_Marrakech_Safi.html,/Attraction_Review-g293734-d318046-Reviews-Koutoubia_Mosque-Marrakech_Marrakech_Safi.html,e07cc3d3-27ba-4ecf-9f38-a59d11c66f93
9,4,10. El Badi Palace,Reviews not found,Details not found,/Attraction_Review-g293734-d318037-Reviews-El_Badi_Palace-Marrakech_Marrakech_Safi.html,/Attraction_Review-g293734-d318037-Reviews-El_Badi_Palace-Marrakech_Marrakech_Safi.html,2b8c4335-326c-428f-adb5-ddc0a028a8d8
10,4.3,11. Musée Yves Saint Laurent Marrakech,Reviews not found,Details not found,/Attraction_Review-g293734-d12994921-Reviews-Musee_Yves_Saint_Laurent_Marrakech-Marrakech_Marrakech_Safi.html,/Attraction_Review-g293734-d12994921-Reviews-Musee_Yves_Saint_Laurent_Marrakech-Marrakech_Marrakech_Safi.html,c7288592-2f18-4ca9-aec7-bb8f0fd0be28
11,4.7,12. ANIMA André Heller Garden,Reviews not found,Details not found,/Attraction_Review-g293734-d10213421-Reviews-ANIMA_Andre_Heller_Garden-Marrakech_Marrakech_Safi.html,/Attraction_Review-g293734-d10213421-Reviews-ANIMA_Andre_Heller_Garden-Marrakech_Marrakech_Safi.html,021f5851-38e6-4aa8-825e-289e6e5f6011
12,4.5,13. Maison de la Photographie,Reviews not found,Details not found,/Attraction_Review-g293734-d1675171-Reviews-Maison_de_la_Photographie-Marrakech_Marrakech_Safi.html,/Attraction_Review-g293734-d1675171-Reviews-Maison_de_la_Photographie-Marrakech_Marrakech_Safi.html,fb613f9e-6e76-4b19-93db-1188729036df
13,3.7,14. Gueliz,Reviews not found,Details not found,/Attraction_Review-g293734-d318058-Reviews-Gueliz-Marrakech_Marrakech_Safi.html,/Attraction_Review-g293734-d318058-Reviews-Gueliz-Marrakech_Marrakech_Safi.html,1f65df6c-e68b-402f-9fdb-c5ecab4e24d8
14,4.1,15. Essaouira Beach,Reviews not found,Details not found,/Attraction_Review-g298349-d480529-Reviews-Essaouira_Beach-Essaouira_Marrakech_Safi.html,/Attraction_Review-g298349-d480529-Reviews-Essaouira_Beach-Essaouira_Marrakech_Safi.html,7f187094-161b-4ecd-95fc-0737f4f1bcf2
15,3.8,16. Saadian Tombs,Reviews not found,Details not found,/Attraction_Review-g293734-d318040-Reviews-Saadian_Tombs-Marrakech_Marrakech_Safi.html,/Attraction_Review-g293734-d318040-Reviews-Saadian_Tombs-Marrakech_Marrakech_Safi.html,86ba0202-be74-4909-ad5c-51faf43c8bcb
16,3.3,17. Ourika Valley,Reviews not found,Details not found,/Attraction_Review-g1847424-d479067-Reviews-Ourika_Valley-Ourika_Marrakech_Safi.html,/Attraction_Review-g1847424-d479067-Reviews-Ourika_Valley-Ourika_Marrakech_Safi.html,1a7eae7c-5731-4f17-8eb9-733c56763df6
17,3.9,18. Oasiria,Reviews not found,Details not found,/Attraction_Review-g293734-d1466973-Reviews-Oasiria-Marrakech_Marrakech_Safi.html,/Attraction_Review-g293734-d1466973-Reviews-Oasiria-Marrakech_Marrakech_Safi.html,20f8532b-00a8-45ef-9c24-7847bba5e5ab
18,4.9,19. Herbalism Marrakech,Reviews not found,Details not found,/Attraction_Review-g293734-d25386907-Reviews-Herbalism_Marrakech-Marrakech_Marrakech_Safi.html,/Attraction_Review-g293734-d25386907-Reviews-Herbalism_Marrakech-Marrakech_Marrakech_Safi.html,5279d90b-ce21-4029-bfd0-5367609d25ad
19,4.5,20. Essaouira Ramparts,Reviews not found,Details not found,/Attraction_Review-g298349-d479062-Reviews-Essaouira_Ramparts-Essaouira_Marrakech_Safi.html,/Attraction_Review-g298349-d479062-Reviews-Essaouira_Ramparts-Essaouira_Marrakech_Safi.html,6de067d4-eeee-4e46-a2f2-0852949fc58d
20,4.9,21. Morocco Excursions,Reviews not found,Details not found,/Attraction_Review-g293734-d6105931-Reviews-Morocco_Excursions-Marrakech_Marrakech_Safi.html,/Attraction_Review-g293734-d6105931-Reviews-Morocco_Excursions-Marrakech_Marrakech_Safi.html,15227498-3285-4f41-8a19-924a6b3b12ac
21,5,22. Arib Voyages Day Tours,Reviews not found,Details not found,/Attraction_Review-g293734-d1997615-Reviews-Arib_Voyages_Day_Tours-Marrakech_Marrakech_Safi.html,/Attraction_Review-g293734-d1997615-Reviews-Arib_Voyages_Day_Tours-Marrakech_Marrakech_Safi.html,59f39399-ff22-4438-93e2-e3171f174c32
22,4.5,23. Dar El Bacha - Musee des Confluences,Reviews not found,Details not found,/Attraction_Review-g293734-d13378052-Reviews-Dar_El_Bacha_Musee_des_Confluences-Marrakech_Marrakech_Safi.html,/Attraction_Review-g293734-d13378052-Reviews-Dar_El_Bacha_Musee_des_Confluences-Marrakech_Marrakech_Safi.html,489dce30-93c6-4813-b126-ddb79e966d2e
23,4.4,24. Essaouira Fishing Port,Reviews not found,Details not found,/Attraction_Review-g298349-d479064-Reviews-Essaouira_Fishing_Port-Essaouira_Marrakech_Safi.html,/Attraction_Review-g298349-d479064-Reviews-Essaouira_Fishing_Port-Essaouira_Marrakech_Safi.html,4fb856f9-58f7-425d-abd4-74b9a6d24abc
24,3.9,25. Medina of Essaouira,Reviews not found,Details not found,/Attraction_Review-g298349-d324133-Reviews-Medina_of_Essaouira-Essaouira_Marrakech_Safi.html,/Attraction_Review-g298349-d324133-Reviews-Medina_of_Essaouira-Essaouira_Marrakech_Safi.html,46267f0b-bad7-4108-b6ef-6e07493945f2
25,3.9,26. Mellah,Reviews not found,Details not found,/Attraction_Review-g293734-d478122-Reviews-Mellah-Marrakech_Marrakech_Safi.html,/Attraction_Review-g293734-d478122-Reviews-Mellah-Marrakech_Marrakech_Safi.html,f67700b1-ed4f-48f5-86d2-00039737a877
26,4.8,27. Le Paradis du Safran,Reviews not found,Details not found,/Attraction_Review-g1847424-d5062613-Reviews-Le_Paradis_du_Safran-Ourika_Marrakech_Safi.html,/Attraction_Review-g1847424-d5062613-Reviews-Le_Paradis_du_Safran-Ourika_Marrakech_Safi.html,03da8a6f-dce4-4cad-bda8-830814fede50
27,4.3,28. Le Souk Essaouira,Reviews not found,Details not found,/Attraction_Review-g298349-d1233797-Reviews-Le_Souk_Essaouira-Essaouira_Marrakech_Safi.html,/Attraction_Review-g298349-d1233797-Reviews-Le_Souk_Essaouira-Essaouira_Marrakech_Safi.html,099cf298-a78f-4daf-84d7-26bb92690944
28,4.3,29. Marrakech Train Station,Reviews not found,Details not found,/Attraction_Review-g293734-d1382960-Reviews-Marrakech_Train_Station-Marrakech_Marrakech_Safi.html,/Attraction_Review-g293734-d1382960-Reviews-Marrakech_Train_Station-Marrakech_Marrakech_Safi.html,2304a721-accd-4987-93fe-b9a832af9479
29,4.2,30. Cyber Parc Arsat Moulay Abdeslam,Reviews not found,Details not found,/Attraction_Review-g293734-d656363-Reviews-Cyber_Parc_Arsat_Moulay_Abdeslam-Marrakech_Marrakech_Safi.html,/Attraction_Review-g293734-d656363-Reviews-Cyber_Parc_Arsat_Moulay_Abdeslam-Marrakech_Marrakech_Safi.html,d36ceaa5-3d36-486f-b804-22262a0853b4
30,4.9,31. Cheval Essaouira,Reviews not found,Details not found,/Attraction_Review-g298349-d14069341-Reviews-Cheval_Essaouira-Essaouira_Marrakech_Safi.html,/Attraction_Review-g298349-d14069341-Reviews-Cheval_Essaouira-Essaouira_Marrakech_Safi.html,cd37973f-dc63-458a-8650-2d62da023a89
31,4.3,32. Rahba Kedima Square,Reviews not found,Details not found,/Attraction_Review-g293734-d550588-Reviews-Rahba_Kedima_Square-Marrakech_Marrakech_Safi.html,/Attraction_Review-g293734-d550588-Reviews-Rahba_Kedima_Square-Marrakech_Marrakech_Safi.html,806cc2dc-3f95-4533-b40f-c6ef54055352
32,3.6,33. Marrakech Museum,Reviews not found,Details not found,/Attraction_Review-g293734-d318043-Reviews-Marrakech_Museum-Marrakech_Marrakech_Safi.html,/Attraction_Review-g293734-d318043-Reviews-Marrakech_Museum-Marrakech_Marrakech_Safi.html,657e0445-0281-4a27-b233-22165eb5d190
33,4.5,34. M Avenue Marrakech,Reviews not found,Details not found,/Attraction_Review-g293734-d24063364-Reviews-M_Avenue_Marrakech-Marrakech_Marrakech_Safi.html,/Attraction_Review-g293734-d24063364-Reviews-M_Avenue_Marrakech-Marrakech_Marrakech_Safi.html,09260f2e-a0a2-47d1-8fce-ead8b7b106ed
34,4.2,35. Dar Si Said Museum,Reviews not found,Details not found,/Attraction_Review-g293734-d318049-Reviews-Dar_Si_Said_Museum-Marrakech_Marrakech_Safi.html,/Attraction_Review-g293734-d318049-Reviews-Dar_Si_Said_Museum-Marrakech_Marrakech_Safi.html,fb2bb236-db31-4734-be99-db7a0acf0b68
35,3.2,36. La Palmeraie,Reviews not found,Details not found,/Attraction_Review-g293734-d478126-Reviews-La_Palmeraie-Marrakech_Marrakech_Safi.html,/Attraction_Review-g293734-d478126-Reviews-La_Palmeraie-Marrakech_Marrakech_Safi.html,1aeb8998-0576-4305-8148-05f6c4492f5f
36,4.9,37. Centre D'art Le Real Mogador,Reviews not found,Details not found,/Attraction_Review-g298349-d16966310-Reviews-Centre_D_art_Le_Real_Mogador-Essaouira_Marrakech_Safi.html,/Attraction_Review-g298349-d16966310-Reviews-Centre_D_art_Le_Real_Mogador-Essaouira_Marrakech_Safi.html,e8d1f4f0-1702-4a19-8721-0976d8a3d113
37,4.8,38. Aromatimri,Reviews not found,Details not found,/Attraction_Review-g293734-d7360713-Reviews-Aromatimri-Marrakech_Marrakech_Safi.html,/Attraction_Review-g293734-d7360713-Reviews-Aromatimri-Marrakech_Marrakech_Safi.html,0fe05d99-c580-4f77-b96c-fa2946543d3e
38,3.9,39. Setti Fatma and the 7 Cascades,Reviews not found,Details not found,/Attraction_Review-g13010012-d3227557-Reviews-Setti_Fatma_and_the_7_Cascades-Setti_Fatma_Marrakech_Safi.html,/Attraction_Review-g13010012-d3227557-Reviews-Setti_Fatma_and_the_7_Cascades-Setti_Fatma_Marrakech_Safi.html,4b64d1fe-69f9-42c2-8cae-cb6a59cfdf94
39,4.5,40. Lac Lalla Takerkoust,Reviews not found,Details not found,/Attraction_Review-g608440-d4817349-Reviews-Lac_Lalla_Takerkoust-Lalla_Takerkoust_Marrakech_Safi.html,/Attraction_Review-g608440-d4817349-Reviews-Lac_Lalla_Takerkoust-Lalla_Takerkoust_Marrakech_Safi.html,025850f3-7314-437b-a7ea-8aba0bdde76d
40,3.3,41. Menara Mall,Reviews not found,Details not found,/Attraction_Review-g293734-d8285991-Reviews-Menara_Mall-Marrakech_Marrakech_Safi.html,/Attraction_Review-g293734-d8285991-Reviews-Menara_Mall-Marrakech_Marrakech_Safi.html,39db9db6-d3c4-4f45-8ee2-59b75e8c5f68
41,4,42. High Atlas Mountains,Reviews not found,Details not found,/Attraction_Review-g2626640-d2328789-Reviews-High_Atlas_Mountains-Marrakech_Safi.html,/Attraction_Review-g2626640-d2328789-Reviews-High_Atlas_Mountains-Marrakech_Safi.html,4119ba1b-d26c-4b17-b387-878c5c58560f
42,4.4,43. Musee du Parfum,Reviews not found,Details not found,/Attraction_Review-g293734-d13219955-Reviews-Musee_du_Parfum-Marrakech_Marrakech_Safi.html,/Attraction_Review-g293734-d13219955-Reviews-Musee_du_Parfum-Marrakech_Marrakech_Safi.html,3abd4846-cb83-4dee-ac2e-c0a0d20d6501
43,3.8,44. Eden Aquapark,Reviews not found,Details not found,/Attraction_Review-g293734-d7940394-Reviews-Eden_Aquapark-Marrakech_Marrakech_Safi.html,/Attraction_Review-g293734-d7940394-Reviews-Eden_Aquapark-Marrakech_Marrakech_Safi.html,3e0574b3-abe2-4711-867b-d9f2d73d577f
44,4.3,45. Musée Berbère Jardin Majorelle,Reviews not found,Details not found,/Attraction_Review-g293734-d13996051-Reviews-Musee_Berbere_Jardin_Majorelle-Marrakech_Marrakech_Safi.html,/Attraction_Review-g293734-d13996051-Reviews-Musee_Berbere_Jardin_Majorelle-Marrakech_Marrakech_Safi.html,d83dd926-5ec0-487a-8ad7-1ea50e693296
45,4,46. Souk Semmarine,Reviews not found,Details not found,/Attraction_Review-g293734-d19317143-Reviews-Souk_Semmarine-Marrakech_Marrakech_Safi.html,/Attraction_Review-g293734-d19317143-Reviews-Souk_Semmarine-Marrakech_Marrakech_Safi.html,e911594f-f581-48a0-acd8-35dbc208d6d1
46,4.6,47. Galerie la Kasbah,Reviews not found,Details not found,/Attraction_Review-g298349-d6779062-Reviews-Galerie_la_Kasbah-Essaouira_Marrakech_Safi.html,/Attraction_Review-g298349-d6779062-Reviews-Galerie_la_Kasbah-Essaouira_Marrakech_Safi.html,8c0c6978-86b7-4e8d-b33b-2f83dce3d3e8
47,4.8,48. Hammam Rosa Bonheur,Reviews not found,Details not found,/Attraction_Review-g293734-d5655998-Reviews-Hammam_Rosa_Bonheur-Marrakech_Marrakech_Safi.html,/Attraction_Review-g293734-d5655998-Reviews-Hammam_Rosa_Bonheur-Marrakech_Marrakech_Safi.html,77c4d9e3-2bf1-45ab-bf49-89af04d20abe
48,4.5,49. Museum Of Music Mouassine,Reviews not found,Details not found,/Attraction_Review-g293734-d5773666-Reviews-Museum_Of_Music_Mouassine-Marrakech_Marrakech_Safi.html,/Attraction_Review-g293734-d5773666-Reviews-Museum_Of_Music_Mouassine-Marrakech_Marrakech_Safi.html,2cf46618-9397-4d70-9306-3f7c4fafdc99
49,3.9,50. Place des Ferblantiers,Reviews not found,Details not found,/Attraction_Review-g293734-d3603323-Reviews-Place_des_Ferblantiers-Marrakech_Marrakech_Safi.html,/Attraction_Review-g293734-d3603323-Reviews-Place_des_Ferblantiers-Marrakech_Marrakech_Safi.html,35ce0e7d-b22c-429b-a702-d5cdfd41ea6b
50,4.4,51. Festival Gnaoua,Reviews not found,Details not found,/Attraction_Review-g298349-d2034932-Reviews-Festival_Gnaoua-Essaouira_Marrakech_Safi.html,/Attraction_Review-g298349-d2034932-Reviews-Festival_Gnaoua-Essaouira_Marrakech_Safi.html,ccaf2676-df18-4102-9d3a-58cae4673f28
51,5,52. Marruecos Morocco,Reviews not found,Details not found,/Attraction_Review-g293734-d2032499-Reviews-Marruecos_Morocco-Marrakech_Marrakech_Safi.html,/Attraction_Review-g293734-d2032499-Reviews-Marruecos_Morocco-Marrakech_Marrakech_Safi.html,9ad0281c-852b-4fd8-a6bd-1b12074ad1db
52,3.6,53. Le Grand Casino de la Mamounia,Reviews not found,Details not found,/Attraction_Review-g293734-d550591-Reviews-Le_Grand_Casino_de_la_Mamounia-Marrakech_Marrakech_Safi.html,/Attraction_Review-g293734-d550591-Reviews-Le_Grand_Casino_de_la_Mamounia-Marrakech_Marrakech_Safi.html,c51b228d-0357-4db0-9863-f90b16f22567
53,4.3,54. Plage de Sidi Kaouki,Reviews not found,Details not found,/Attraction_Review-g7008805-d9826599-Reviews-Plage_de_Sidi_Kaouki-Sidi_Kaouki_Marrakech_Safi.html,/Attraction_Review-g7008805-d9826599-Reviews-Plage_de_Sidi_Kaouki-Sidi_Kaouki_Marrakech_Safi.html,35df5dd5-6453-4858-9e31-0a86eb02200d
54,4.4,55. Rue Bab Doukkala Market,Reviews not found,Details not found,/Attraction_Review-g293734-d2343553-Reviews-Rue_Bab_Doukkala_Market-Marrakech_Marrakech_Safi.html,/Attraction_Review-g293734-d2343553-Reviews-Rue_Bab_Doukkala_Market-Marrakech_Marrakech_Safi.html,627e23a8-059b-4850-9ae9-717e69519ba9
55,5,56. Jarjeer Mules,Reviews not found,Details not found,/Attraction_Review-g2314506-d2691064-Reviews-Jarjeer_Mules-Oumnass_Marrakech_Safi.html,/Attraction_Review-g2314506-d2691064-Reviews-Jarjeer_Mules-Oumnass_Marrakech_Safi.html,237c1297-ebdf-4457-af28-5ceccf3aefef
56,5,57. Sahara Riders,Reviews not found,Details not found,/Attraction_Review-g293734-d15559964-Reviews-Sahara_Riders-Marrakech_Marrakech_Safi.html,/Attraction_Review-g293734-d15559964-Reviews-Sahara_Riders-Marrakech_Marrakech_Safi.html,e129802b-fc0f-485a-ba10-e61f8579e4a5
57,3.6,58. Fish Market,Reviews not found,Details not found,/Attraction_Review-g298349-d479061-Reviews-Fish_Market-Essaouira_Marrakech_Safi.html,/Attraction_Review-g298349-d479061-Reviews-Fish_Market-Essaouira_Marrakech_Safi.html,3ae1e4c4-9beb-4bcb-ad51-c9ea0f56de90
58,4.1,59. Marrakech Ramparts,Reviews not found,Details not found,/Attraction_Review-g293734-d318055-Reviews-Marrakech_Ramparts-Marrakech_Marrakech_Safi.html,/Attraction_Review-g293734-d318055-Reviews-Marrakech_Ramparts-Marrakech_Marrakech_Safi.html,df248e03-b534-45c9-a2eb-ae39fc261e8e
59,2.9,60. Menara Gardens and Pavilion,Reviews not found,Details not found,/Attraction_Review-g293734-d318056-Reviews-Menara_Gardens_and_Pavilion-Marrakech_Marrakech_Safi.html,/Attraction_Review-g293734-d318056-Reviews-Menara_Gardens_and_Pavilion-Marrakech_Marrakech_Safi.html,88bc4446-8804-4935-9582-730732ad1e4a
60,4.3,61. Musée Tiskiwin,Reviews not found,Details not found,/Attraction_Review-g293734-d318059-Reviews-Musee_Tiskiwin-Marrakech_Marrakech_Safi.html,/Attraction_Review-g293734-d318059-Reviews-Musee_Tiskiwin-Marrakech_Marrakech_Safi.html,34580e86-2b7a-4dce-ac2e-b7fd3106415a
61,4.6,62. Macma Musée,Reviews not found,Details not found,/Attraction_Review-g293734-d9850986-Reviews-Macma_Musee-Marrakech_Marrakech_Safi.html,/Attraction_Review-g293734-d9850986-Reviews-Macma_Musee-Marrakech_Marrakech_Safi.html,b14dd4c2-434a-41e8-a2dc-4faf17efe5f7
62,4.7,63. Mohammed VI Museum,Reviews not found,Details not found,/Attraction_Review-g293734-d12850102-Reviews-Mohammed_VI_Museum-Marrakech_Marrakech_Safi.html,/Attraction_Review-g293734-d12850102-Reviews-Mohammed_VI_Museum-Marrakech_Marrakech_Safi.html,251ade6d-d275-4d6d-a3ca-4cb4385cbb05
63,4.8,64. Mythic Oriental Spa,Reviews not found,Details not found,/Attraction_Review-g293734-d2218243-Reviews-Mythic_Oriental_Spa-Marrakech_Marrakech_Safi.html,/Attraction_Review-g293734-d2218243-Reviews-Mythic_Oriental_Spa-Marrakech_Marrakech_Safi.html,7de0b9f5-ab1e-4931-9b61-5d89789a98b8
64,4.6,65. Assoufid Golf Club,Reviews not found,Details not found,/Attraction_Review-g293734-d2014742-Reviews-Assoufid_Golf_Club-Marrakech_Marrakech_Safi.html,/Attraction_Review-g293734-d2014742-Reviews-Assoufid_Golf_Club-Marrakech_Marrakech_Safi.html,551980c5-680b-421f-9144-06f80d1d2e6d
65,4.1,66. Le Val d'Argan,Reviews not found,Details not found,/Attraction_Review-g1396866-d6611984-Reviews-Le_Val_d_Argan-Ounagha_Marrakech_Safi.html,/Attraction_Review-g1396866-d6611984-Reviews-Le_Val_d_Argan-Ounagha_Marrakech_Safi.html,94419584-6786-4437-b3e9-5353869a6a79
66,4.5,67. Parish of the Holy Martyrs,Reviews not found,Details not found,/Attraction_Review-g293734-d4609076-Reviews-Parish_of_the_Holy_Martyrs-Marrakech_Marrakech_Safi.html,/Attraction_Review-g293734-d4609076-Reviews-Parish_of_the_Holy_Martyrs-Marrakech_Marrakech_Safi.html,3a0c8cd3-bece-412b-875b-987e152b7749
67,5,68. By Faissal,Reviews not found,Details not found,/Attraction_Review-g293734-d6622957-Reviews-By_Faissal-Marrakech_Marrakech_Safi.html,/Attraction_Review-g293734-d6622957-Reviews-By_Faissal-Marrakech_Marrakech_Safi.html,455c2dcf-8101-468c-8731-0eb4a56af0d5
68,4.9,69. Museum Of Moroccan Elegance,Reviews not found,Details not found,/Attraction_Review-g293734-d29550912-Reviews-Museum_Of_Moroccan_Elegance-Marrakech_Marrakech_Safi.html,/Attraction_Review-g293734-d29550912-Reviews-Museum_Of_Moroccan_Elegance-Marrakech_Marrakech_Safi.html,922b6fa3-b549-44bd-91fe-87d81fa82685
69,4.4,70. Marrakech Kart racing,Reviews not found,Details not found,/Attraction_Review-g293734-d9715938-Reviews-Marrakech_Kart_racing-Marrakech_Marrakech_Safi.html,/Attraction_Review-g293734-d9715938-Reviews-Marrakech_Kart_racing-Marrakech_Marrakech_Safi.html,f4d2b9ed-a9f2-4979-b88d-244c9234c284
70,5,71. Fly Me To The Moon,Reviews not found,Details not found,/Attraction_Review-g15276171-d23749008-Reviews-Fly_Me_To_The_Moon-Agafay_Marrakech_Safi.html,/Attraction_Review-g15276171-d23749008-Reviews-Fly_Me_To_The_Moon-Agafay_Marrakech_Safi.html,4582b700-948f-4716-aaf3-d80589087540
71,3.9,72. Bab Agnaou,Reviews not found,Details not found,/Attraction_Review-g293734-d9792531-Reviews-Bab_Agnaou-Marrakech_Marrakech_Safi.html,/Attraction_Review-g293734-d9792531-Reviews-Bab_Agnaou-Marrakech_Marrakech_Safi.html,2828a3e4-87ce-4977-b1f8-2103703051be
72,4.2,73. Musee de la Palmeraie,Reviews not found,Details not found,/Attraction_Review-g293734-d3474897-Reviews-Musee_de_la_Palmeraie-Marrakech_Marrakech_Safi.html,/Attraction_Review-g293734-d3474897-Reviews-Musee_de_la_Palmeraie-Marrakech_Marrakech_Safi.html,2650a199-bce6-4019-b442-8f68b6d8f591
73,4.2,74. Miaara Jewish Cemetery,Reviews not found,Details not found,/Attraction_Review-g293734-d3682526-Reviews-Miaara_Jewish_Cemetery-Marrakech_Marrakech_Safi.html,/Attraction_Review-g293734-d3682526-Reviews-Miaara_Jewish_Cemetery-Marrakech_Marrakech_Safi.html,83f3178e-8b09-4353-9d9a-c3365d1de47c
74,4.5,75. Smile Park,Reviews not found,Details not found,/Attraction_Review-g293734-d27728660-Reviews-Smile_Park-Marrakech_Marrakech_Safi.html,/Attraction_Review-g293734-d27728660-Reviews-Smile_Park-Marrakech_Marrakech_Safi.html,e5ee424f-fc49-45df-896a-4595d2a27ae1
75,5,76. Book Desert Tours,Reviews not found,Details not found,/Attraction_Review-g293734-d23972193-Reviews-Book_Desert_Tours-Marrakech_Marrakech_Safi.html,/Attraction_Review-g293734-d23972193-Reviews-Book_Desert_Tours-Marrakech_Marrakech_Safi.html,ff4ffb9f-d0f5-4106-8d2a-1868cd53d3b7
76,4.3,77. Slat Al Azama Synagogue,Reviews not found,Details not found,/Attraction_Review-g293734-d13142841-Reviews-Slat_Al_Azama_Synagogue-Marrakech_Marrakech_Safi.html,/Attraction_Review-g293734-d13142841-Reviews-Slat_Al_Azama_Synagogue-Marrakech_Marrakech_Safi.html,3ba037ff-8400-483c-b72c-ead046a3569e
77,3.8,78. Nikki Beach Marrakech,Reviews not found,Details not found,/Attraction_Review-g293734-d654179-Reviews-Nikki_Beach_Marrakech-Marrakech_Marrakech_Safi.html,/Attraction_Review-g293734-d654179-Reviews-Nikki_Beach_Marrakech-Marrakech_Marrakech_Safi.html,6dc55f52-1da1-4ab7-acb5-e8c9540b3bc6
78,4.2,79. Les Bains de Marrakech,Reviews not found,Details not found,/Attraction_Review-g293734-d631162-Reviews-Les_Bains_de_Marrakech-Marrakech_Marrakech_Safi.html,/Attraction_Review-g293734-d631162-Reviews-Les_Bains_de_Marrakech-Marrakech_Marrakech_Safi.html,eab037b4-cbce-4ed3-a3da-45910c1d4077
79,3.1,80. Casino de Marrakech,Reviews not found,Details not found,/Attraction_Review-g293734-d1523348-Reviews-Casino_de_Marrakech-Marrakech_Marrakech_Safi.html,/Attraction_Review-g293734-d1523348-Reviews-Casino_de_Marrakech-Marrakech_Marrakech_Safi.html,82d64539-ef5d-490b-9151-a497040b1951
80,4.3,81. Le Vizir Center,Reviews not found,Details not found,/Attraction_Review-g293734-d4062685-Reviews-Le_Vizir_Center-Marrakech_Marrakech_Safi.html,/Attraction_Review-g293734-d4062685-Reviews-Le_Vizir_Center-Marrakech_Marrakech_Safi.html,3b1e5800-d906-4a71-b7cd-cdd86460972b
81,3.5,82. Souk des Teinturiers,Reviews not found,Details not found,/Attraction_Review-g293734-d10124326-Reviews-Souk_des_Teinturiers-Marrakech_Marrakech_Safi.html,/Attraction_Review-g293734-d10124326-Reviews-Souk_des_Teinturiers-Marrakech_Marrakech_Safi.html,2999b5bb-3e2d-43ce-80ae-e638d4459752
82,5,83. Majdoline travel,Reviews not found,Details not found,/Attraction_Review-g293734-d18978339-Reviews-Majdoline_travel-Marrakech_Marrakech_Safi.html,/Attraction_Review-g293734-d18978339-Reviews-Majdoline_travel-Marrakech_Marrakech_Safi.html,8ab0868e-ada3-45ec-88bc-0cf2f4df383e
83,4.8,84. Cactus Thiemann,Reviews not found,Details not found,/Attraction_Review-g293734-d9784340-Reviews-Cactus_Thiemann-Marrakech_Marrakech_Safi.html,/Attraction_Review-g293734-d9784340-Reviews-Cactus_Thiemann-Marrakech_Marrakech_Safi.html,77ff6f11-e645-4a75-bdf2-d1ed75d58089
